source_id,reply_id,argument,claim,evidence,unverifiable_claim,verifiable_claim,reason,external_evidence,internal_evidence,sarcasm,toxic_language
1177168021330255872,1177198368654839808,1,1,0,1,0,0,0,0,1,0
1177012237791309824,1177819227702661120,0,0,0,0,0,0,0,0,0,1
1177889341831602176,1177936052822122496,0,0,0,0,0,0,0,0,0,1
1177156153362591744,1177156684311085057,1,1,0,1,0,0,0,0,1,0
1178681724231917568,1178682486878015489,1,1,0,1,0,0,0,0,1,0
1177226327801417729,1177232537514627072,1,1,1,0,1,0,1,0,0,0
1179714449999106049,1179719916729094147,1,1,0,1,0,0,0,0,0,0
1178777145616850946,1178870126126489601,1,1,1,1,0,0,1,0,0,0
1179368584646148097,1179369211170377732,1,1,0,0,1,0,0,0,1,0
1177681009288065024,1179124161194545152,0,0,0,0,0,0,0,0,0,0
1178327424121147398,1178632074888192000,0,0,0,0,0,0,0,0,0,1
1176861561899618305,1176991223564918785,1,1,0,1,1,0,0,0,0,0
1176481131451076608,1176553124795944960,1,1,1,1,0,1,0,0,0,0
1179091176093339648,1179091954640064512,0,0,0,0,0,0,0,0,1,1
1178707920869036033,1179022008484597760,1,1,0,1,0,0,0,0,0,0
1177161002951069702,1177168627075866624,1,1,0,1,0,0,0,0,0,0
1180003301863170048,1180003769595158529,1,1,0,1,0,0,0,0,0,0
1176405375328882688,1176458081695404032,1,1,0,1,0,0,0,0,0,0
1179503737984958465,1179534630787207168,1,1,0,1,0,0,0,0,0,0
1179126758815211521,1179131380917248001,1,1,0,0,1,0,0,0,1,0
1176955599680151552,1176956303199088645,0,0,0,0,0,0,0,0,1,1
1179882874427904000,1179882927334858753,1,0,1,0,0,0,1,0,0,0
1177907745846108166,1177910195856564225,1,1,0,1,0,0,0,0,0,0
1177932700528910337,1177963394764349442,1,1,1,0,1,0,1,0,0,0
1176213586223468544,1176215117651992579,0,0,0,0,0,0,0,0,0,0
1178746737802055682,1178746863278796800,0,0,0,0,0,0,0,0,0,1
1178714294697041920,1179050325145206784,1,1,0,1,0,0,0,0,0,0
1179097966969262083,1179105048611233794,1,1,1,1,0,1,0,0,0,0
1178970328539783168,1179006127134126082,0,0,0,0,0,0,0,0,0,0
1177108503493824512,1177222083283173378,0,0,0,0,0,0,0,0,0,1
1178269671126179845,1178370970001842176,0,0,0,0,0,0,0,0,1,0
1177688576231985153,1177689336684392448,1,1,0,1,0,0,0,0,0,0
1177582444159098881,1177583349117968385,1,1,0,1,0,0,0,0,0,0
1177155765678874625,1177157263389331456,1,1,0,1,1,0,0,0,0,0
1179400569527701508,1179457897148944384,0,0,0,0,0,0,0,0,1,0
1177499376987430912,1177566821614018560,1,1,0,1,1,0,0,0,0,0
1179336385930637312,1179658055983800322,0,0,0,0,0,0,0,0,0,1
1177574720788729856,1177579391112613895,1,1,1,1,0,0,1,0,0,0
1177694033302446080,1177811404902019072,0,0,0,0,0,0,0,0,0,1
1179894356259610624,1180028896802201602,1,1,0,0,1,0,0,0,0,0
1177126005116428288,1177126167360524289,1,1,0,1,1,0,0,0,0,0
1176969797801824262,1176970822742958080,1,1,0,1,0,0,0,0,0,0
1179661011797843968,1179700111288483841,1,0,1,0,0,0,1,0,0,0
1176139048903217154,1176593350612398080,0,0,0,0,0,0,0,0,0,0
1177130737671245824,1177130823784501248,1,1,1,1,1,0,1,0,1,0
1177323067338612736,1177588143387807744,0,0,0,0,0,0,0,0,0,1
1178039705063034881,1178281391857049601,1,1,0,0,1,0,0,0,0,0
1176834761995816960,1176956228603404288,1,1,1,1,0,1,0,0,0,0
1177985244827410432,1178594604570087425,0,0,0,0,0,0,0,0,1,0
1179871774651158529,1180035982063800320,0,0,0,0,0,0,0,0,0,1
1177331547411795969,1177335347971350528,1,1,1,1,1,1,1,0,0,0
1177155366641184768,1177155557666504705,1,1,0,1,0,0,0,0,0,0
1180013453769138177,1180148054105694208,0,0,0,0,0,0,0,0,1,0
1162614022501519365,1177230324583063553,0,0,0,0,0,0,0,0,0,1
1177930836122984448,1177938703362265088,1,1,1,1,0,1,0,0,0,0
1180115809546448898,1180116280315133954,1,1,0,1,0,0,0,0,0,0
1178315797728550912,1178316442166611968,1,1,0,0,1,0,0,0,0,0
1177985244827410432,1179265720171012097,1,1,0,1,0,0,0,0,1,0
1178766587156996096,1178767403091726339,1,0,1,0,0,0,1,0,0,0
1179660960195317760,1179769351882379264,1,1,0,1,1,0,0,0,0,0
1176911642950606851,1176913408739987462,1,1,1,0,1,0,1,0,0,0
1178941707095887872,1179276403004596229,1,1,1,1,1,0,1,0,0,0
1176992392014159873,1177106573979787264,1,1,0,1,0,0,0,0,0,0
1179267274664038400,1179267705821630464,1,1,0,1,0,0,0,0,0,0
1180046908108279808,1180069351384391681,0,0,0,0,0,0,0,0,1,1
1176864981775728640,1178172154761928705,1,1,1,1,0,1,0,0,0,0
1179687358167486464,1179688352850857985,1,1,0,1,0,0,0,0,0,0
1176870947313397761,1176880693550473216,0,0,0,0,0,0,0,0,1,0
1177890701868183554,1177991801669595136,1,1,0,1,0,0,0,0,0,0
1177150704173101056,1177155221140754432,1,1,1,1,1,1,0,0,0,0
1179158096729509891,1179322195211894784,1,1,0,1,0,0,0,0,0,0
1176079213495037953,1178911267798634497,1,1,1,0,1,0,1,0,0,0
1178360096763662336,1178591837520576512,1,1,0,1,0,0,0,0,1,0
1177480167939133440,1177485799585042432,1,1,0,1,0,0,0,0,0,0
1177423849882882048,1177486817928437761,1,1,0,1,0,0,0,0,0,0
1180079659523940352,1180081608596054016,1,1,1,1,0,0,1,0,0,0
1178273435803439104,1178747880636633090,1,1,1,1,0,0,1,0,0,0
1180088334120620033,1180088730545250305,1,1,0,1,0,0,0,0,0,0
1177627215154032640,1177646329784340481,1,1,0,1,1,0,0,0,0,0
1177462204393607170,1177463997613785096,0,0,0,0,0,0,0,0,1,1
1176987276041183233,1177114633032871936,1,1,0,1,0,0,0,0,1,0
1179759483578470400,1179853907461324800,1,1,0,1,1,0,0,0,0,0
1177610118311088128,1177631723653341184,1,1,0,1,0,0,0,0,0,0
1177556441818980352,1177557239118389249,1,1,0,1,1,0,0,0,0,0
1177304485405888513,1177304692436717569,0,0,0,0,0,0,0,0,1,0
1177679420036960256,1177687190748487683,0,0,0,0,0,0,0,0,1,0
1178570181955801089,1178604111454978048,1,1,1,1,1,0,1,0,0,0
1177998291096801280,1178000354644054018,0,0,0,0,0,0,0,0,1,0
1177327027864702976,1177328662326206464,1,1,0,1,0,0,0,0,1,0
1177224377202630660,1177316876822515712,1,1,0,1,1,0,0,0,0,0
1177232116024844288,1177489251627220992,1,1,1,1,0,1,0,0,0,0
1178218589737902080,1178340160230100992,1,1,0,1,0,0,0,0,0,0
1178546607505248256,1178687432801345538,0,0,0,0,0,0,0,0,1,0
1178269003967553536,1178344052208611331,0,0,0,0,0,0,0,0,0,1
1178215583017570304,1178357591765848065,1,1,0,1,0,0,0,0,0,0
1177164660384157696,1177167711551610880,1,1,0,1,1,0,0,0,0,0
1179114997357699079,1179167267633995777,1,0,1,0,0,0,1,0,1,0
1179660918952792065,1179752868477378560,0,0,0,0,0,0,0,0,1,0
1179637453830770688,1179655529355972608,1,1,0,1,0,0,0,0,1,0
1177130790800543745,1177259325364035584,0,0,0,0,0,0,0,0,0,0
1177581950233718785,1177701158963556354,1,1,0,1,0,0,0,0,0,0
1178389897914277888,1178391033710858240,1,1,0,1,0,0,0,0,0,0
1177113055999737857,1177130465347723264,1,1,0,1,0,0,0,0,0,0
1178648967879548930,1178929415285346306,1,1,1,1,0,1,0,0,0,0
1176894994751348736,1177197745477685250,1,1,0,1,0,0,0,0,0,0
1178919642758340608,1178936699411410944,1,1,0,1,0,0,0,0,0,0
1177885707140030464,1177890079613837313,1,1,0,1,0,0,0,0,0,0
1177146696549183488,1177174660557000704,1,1,1,1,0,1,0,1,0,0
1179807018166697984,1179816364439158786,1,1,1,1,0,0,1,0,0,0
1177175156244004864,1177175267418263552,1,0,1,0,0,0,1,0,0,0
1176888926679818240,1176985364453646336,0,0,0,0,0,0,0,0,0,1
1178262425134600197,1178267607956443138,1,1,0,1,0,0,0,0,1,0
1179867015022088202,1179940446245703681,1,1,0,1,0,0,0,0,0,0
1178379672574279680,1179266079639638022,1,1,1,1,0,1,0,0,0,0
1178982243701800961,1178983178477944833,1,1,0,1,0,0,0,0,0,0
1180148727564132354,1180149287596023808,0,0,0,0,0,0,0,0,0,1
1177575701576323072,1177587321010565121,1,1,0,1,1,0,0,0,0,0
1178646736593666048,1178661234184458241,1,1,1,1,0,0,0,1,1,0
1178864547689648129,1178919642758340608,0,0,0,0,0,0,0,0,0,1
1179382794167967746,1179384086344937472,1,1,0,1,0,0,0,0,0,0
1178574225336082432,1178995036685504512,1,1,1,1,0,0,1,0,0,0
1178290682760437760,1178303473697398784,1,1,0,1,0,0,0,0,0,0
1178313996098838528,1178539270539272192,1,1,0,1,1,0,0,0,1,0
1178314058115829760,1178325695702929408,0,0,0,0,0,0,0,0,0,1
1177598023012106241,1177598377426640896,1,1,0,1,0,0,0,0,0,0
1176942930340306944,1177007572752224257,0,0,0,0,0,0,0,0,1,1
1179436037736747013,1179436039183765504,1,1,1,0,1,0,1,0,0,0
1177192371395670017,1177192372616290307,1,1,0,1,0,0,0,0,0,0
1177327729701720075,1177328124423475212,1,1,1,1,0,1,0,0,0,0
1179785565547454465,1179928331254239232,1,1,0,0,1,0,0,0,0,0
1177942695043579904,1177944659810762753,0,0,0,0,0,0,0,0,0,1
1177540044187480067,1177643246249480199,0,0,0,0,0,0,0,0,1,0
1179860858257772550,1179938042301337602,1,1,0,1,1,0,0,0,0,0
1179101166212407296,1179272676403220481,1,1,0,1,0,0,0,0,0,0
1179301228775383040,1179378747004325889,1,1,0,1,0,0,0,0,0,0
1180030500049698822,1180140956651274240,0,0,0,0,0,0,0,0,0,1
1176947772035096576,1176953395657302016,1,0,1,0,0,0,1,0,0,0
1177153342474215425,1177160171753287680,1,1,0,1,0,0,0,0,0,0
1178350173799489541,1178371948503547909,1,1,0,1,0,0,0,0,0,0
1178781750367068162,1178888553373327360,0,0,0,0,0,0,0,0,0,0
1177180836602531841,1177185011071631361,1,1,0,1,0,0,0,0,0,0
1179686944378441729,1179688170935468032,1,1,1,1,0,0,1,0,0,0
1179636249776275457,1179648572305883137,1,1,0,1,0,0,0,0,0,0
1179388394125844482,1179670305196908544,1,1,1,1,0,1,0,0,0,0
1177160759719190532,1177494426748194817,1,1,0,1,1,0,0,0,0,0
1176912541748006918,1178443892347166721,0,0,0,0,0,0,0,0,0,1
1179520452877848576,1179523121923141632,0,0,0,0,0,0,0,0,1,0
1177230792596099072,1177231271736610816,1,1,1,1,0,1,0,0,0,0
1179136000532127746,1179269279935537154,0,0,0,0,0,0,0,0,1,0
1177824075684728832,1177826446733189121,1,1,0,1,0,0,0,0,0,0
1176067827809361920,1176068117686030336,1,1,1,0,1,1,0,0,0,0
1179362665166192641,1179385377448169472,0,0,0,0,0,0,0,0,0,1
1177985244827410432,1178214306053345280,1,1,0,1,0,0,0,0,1,0
1176870619390119941,1176904700714770434,1,1,0,1,0,0,0,0,0,0
1177985244827410432,1178217590289764352,1,1,1,1,0,1,0,0,0,0
1177119342779142144,1177145198545182720,1,1,0,1,0,0,0,0,0,0
1179886285990891520,1179974947608956928,1,1,0,1,0,0,0,0,0,0
1177504887501815809,1178298929802354690,1,1,0,1,0,0,0,0,0,0
1178075233015750660,1178216028255457280,1,1,0,1,0,0,0,0,0,0
1177124550708015109,1177162337427611649,0,0,0,0,0,0,0,0,0,1
1177610089932427271,1177610625410666497,1,0,1,0,0,0,1,0,0,0
1178783392755863553,1178983371403386880,0,0,0,0,0,0,0,0,0,1
1178290786657587200,1178314491865550848,1,1,1,1,0,1,0,0,1,0
1176833031547555841,1176851490222350338,1,1,0,1,0,0,0,0,0,0
1179126131926192129,1179177713531265025,1,1,0,1,1,0,0,0,0,0
1177578118325907456,1177606949724135424,1,1,0,1,0,0,0,0,0,0
1180121377585733632,1180124783251460096,1,1,0,1,0,0,0,0,0,0
1176934132867313664,1176934482965745664,0,0,0,0,0,0,0,0,1,0
1177836582738497536,1177849323649982465,1,1,1,1,0,0,1,0,0,0
1176076662196363264,1176111160929599488,0,0,0,0,0,0,0,0,0,1
1177638764115582976,1177924761663475712,1,1,0,1,0,0,0,0,0,0
1179414005015822336,1179421480133758977,1,1,0,1,1,0,0,0,0,0
1177132237420187648,1177134166879744001,1,1,1,1,0,1,0,0,0,0
1178996610572926976,1179110196557307904,0,0,0,0,0,0,0,0,1,0
1178316037760126976,1178376206703644672,0,0,0,0,0,0,0,0,0,1
1178061278767718401,1178197982606442496,0,0,0,0,0,0,0,0,1,1
1179047051893641216,1179054248287440896,1,1,0,1,1,0,0,0,0,0
1179034811861569536,1179284151616393216,1,1,0,1,0,0,0,0,0,0
1178732743745822720,1179627408263192577,1,1,0,1,0,0,0,0,0,0
1178718523255873536,1178921607538057217,0,0,0,0,0,0,0,0,1,0
1178312480625479681,1178313228687949826,1,1,0,1,0,0,0,0,0,0
1179007315011362816,1179108355387854849,1,1,0,1,0,0,0,0,0,0
1179797619335421952,1179884498529460231,1,1,1,1,0,0,1,0,0,0
1177593235348348929,1177600935729815552,1,1,1,1,1,1,0,0,0,0
1178637120019324932,1178676480689262593,1,1,0,1,0,0,0,0,0,0
1179124110040977410,1179262377193361408,1,1,0,1,0,0,0,0,0,0
1178239562671370240,1178242470355836929,1,1,0,0,1,0,0,0,1,0
1178378978744324097,1178379882532933632,1,1,1,1,0,1,0,0,0,0
1177897224140967936,1177902695665094657,0,0,0,0,0,0,0,0,0,1
1177290344293195776,1177291377643859968,0,0,0,0,0,0,0,0,1,0
1177121029128372224,1177168062061121536,1,1,1,1,0,1,0,0,0,0
1177123844555005952,1177123846568185856,1,1,0,1,1,0,0,0,0,0
1176821532204683264,1176850808157212672,0,0,0,0,0,0,0,0,1,0
1179280369780187141,1179280372179378176,1,1,0,1,0,0,0,0,0,0
1177492121143525376,1177870618529861632,1,1,0,1,1,0,0,0,0,0
1177903017032650752,1177906082016108544,1,1,0,1,0,0,0,0,0,0
1176229581277319180,1179863005376516098,1,1,0,1,0,0,0,0,0,0
1177617125604769792,1177687239763124225,1,1,1,1,0,0,1,0,0,0
1179866073467949057,1179900880591691776,1,1,1,1,0,0,1,0,0,0
1176786367021572096,1176887331783155714,1,1,0,0,1,0,0,0,0,0
1177188886809862144,1177193380176125952,1,1,1,1,0,0,0,1,0,0
1177689387271884800,1177689744077152256,1,1,0,1,0,0,0,0,0,0
1177445221455417345,1177592585340276738,1,1,0,1,0,0,0,0,0,0
1178567388742246406,1178571129260269568,1,0,1,0,0,0,1,0,0,0
1178106241782030336,1178107352110784512,0,0,0,0,0,0,0,0,0,1
1177224503186927621,1177237735045775360,1,1,0,1,1,0,0,0,0,0
1178576091159642112,1178641524051107840,1,1,1,1,0,1,0,0,0,0
1179362083772796931,1179366894157086723,1,1,0,1,0,0,0,0,0,0
1176887804602789890,1178136666868989953,0,0,0,0,0,0,0,0,0,1
1177868826886705153,1177870262165032961,1,1,0,1,0,0,0,0,0,0
1178370802443542528,1178397918442770432,1,1,1,1,0,0,1,0,0,0
1177160221849989122,1177162244859322368,1,1,1,1,1,0,1,0,0,0
1179125975700951041,1179454676305154048,0,0,0,0,0,0,0,0,0,1
1176161138473656323,1176825119542562816,0,0,0,0,0,0,0,0,0,1
1176935749960306689,1176961988968222721,0,0,0,0,0,0,0,0,0,1
1178229187141865472,1178234777343873024,0,0,0,0,0,0,0,0,0,1
1176894047182565377,1176899761284235269,0,0,0,0,0,0,0,0,1,1
1179401237210566656,1179643942222143489,1,1,0,1,1,0,0,0,0,0
1179129232531902466,1179139389479440388,1,1,0,1,1,0,0,0,0,0
1180013453769138177,1180079848879992832,0,0,0,0,0,0,0,0,1,1
1177092895972712448,1177095387649380353,0,0,0,0,0,0,0,0,1,0
1177192069846188034,1177194249156255745,1,1,0,1,1,0,0,0,0,0
1179777152859938816,1179782712045035520,1,1,0,1,0,0,0,0,0,0
1178803573565595649,1178910216018124802,1,1,0,1,0,0,0,0,1,0
1179277621970063361,1179406690900426758,1,1,0,1,1,0,0,0,0,0
1176224736591958017,1176262888010452992,1,1,1,0,1,0,1,0,0,0
1178378894476488704,1178387632080003073,1,1,0,1,1,0,0,0,0,0
1180022183277600768,1180140669081391104,1,1,0,1,0,0,0,0,0,0
1180044537718349825,1180066410032181248,0,0,0,0,0,0,0,0,1,0
1179507359485440005,1179507362081759237,1,1,0,1,0,0,0,0,0,0
1179675507648016384,1179677829405036544,0,0,0,0,0,0,0,0,1,1
1177252454079115264,1177256815593250816,1,1,0,0,1,0,0,0,0,0
1180015038624604166,1180021979786678272,1,0,1,0,0,0,1,0,0,0
1178915857860308993,1178917615382781952,1,1,0,1,1,0,0,0,0,0
1178729589184585730,1178740458568273920,1,1,0,1,0,0,0,0,0,0
1180077730504859650,1180080195920945152,0,0,0,0,0,0,0,0,1,0
1179128819963351040,1179502939355918336,1,1,0,1,1,0,0,0,0,0
1180031333139136513,1180033056398352384,1,0,1,0,0,0,1,0,0,0
1177897527011618817,1177900402454466560,0,0,0,0,0,0,0,0,0,1
1176242376668581888,1176513260125863937,1,1,0,1,0,0,0,0,0,0
1176405375328882688,1176476622305804291,1,1,0,1,0,0,0,0,0,0
1177678105621749761,1177906880959651841,1,1,1,1,0,0,1,0,0,0
1178970620119441409,1178992922274013187,1,1,0,0,1,0,0,0,0,0
1179816338895839235,1180044361654046720,1,0,1,0,0,0,1,0,0,0
1177985115533795329,1177985599560658944,1,1,0,1,0,0,0,0,0,0
1176930771275276288,1176932561056149505,1,1,1,1,1,1,0,0,0,0
1179734172878938112,1179901865686945794,1,1,1,1,0,1,0,0,0,0
1178560040975966215,1178793975353954309,0,0,0,0,0,0,0,0,1,0
1179452574795206656,1179510412892655616,0,0,0,0,0,0,0,0,0,1
1177253708314435585,1177276895219593216,1,1,0,1,0,0,0,0,0,0
1176510413414027265,1176555270077657088,1,1,0,1,1,0,0,0,0,0
1177853781603692544,1177997416483753984,1,1,0,1,0,0,0,0,0,0
1179709035718819840,1179709997212667904,1,1,0,1,0,0,0,0,0,0
1178775032593633282,1178777032530042880,1,1,0,1,0,0,0,0,0,0
1179174159647158272,1179233621250576386,0,0,0,0,0,0,0,0,0,1
1177640097136689153,1177651006508797952,1,1,0,1,1,0,0,0,0,0
1178742792119562241,1179054739369201664,1,1,0,1,0,0,0,0,0,0
1179259765517619207,1179263094087995392,1,1,0,1,0,0,0,0,0,0
1178707704103231488,1179029642675539969,0,0,0,0,0,0,0,0,1,0
1177167118254714881,1177168436864200704,1,1,0,1,1,0,0,0,0,0
1178629509639213061,1179126640963706888,1,1,0,1,1,0,0,0,0,0
1179034811861569536,1179112302513152001,1,1,0,1,0,0,0,0,0,0
1177483986278371328,1177484503192723457,1,1,0,1,0,0,0,0,0,0
1178722607501320194,1178925726382350341,0,0,0,0,0,0,0,0,0,0
1178620404392431616,1178943419177226240,0,0,0,0,0,0,0,0,0,1
1178288865389490176,1178289988158537728,1,1,0,1,0,0,0,0,1,0
1177633891533950977,1177639931960791042,1,1,1,1,0,1,0,0,0,0
1177482029903966208,1177525545585782784,1,1,0,1,0,0,0,0,0,0
1178025416071749632,1178241412430733312,1,1,0,1,1,0,0,0,0,0
1176809406501195776,1176834761995816960,0,0,0,0,0,0,0,0,0,1
1177250913377017858,1178241179156131840,1,1,0,1,0,0,0,0,0,0
1179440196867252224,1179441540550270977,1,1,0,1,0,0,0,0,0,0
1178264921022369792,1178266256476184576,0,0,0,0,0,0,0,0,0,1
1177156453766979585,1177156873914605568,1,1,0,0,1,0,0,0,0,0
1177989025174568962,1177989958205874176,1,0,1,0,0,0,1,0,0,0
1179316557090115584,1179422965034868738,1,1,0,1,0,0,0,0,0,0
1178701002926694402,1179375765617614848,1,0,1,0,0,0,1,0,0,0
1177941444717416449,1177944781965729792,1,1,0,1,0,0,0,0,0,0
1177143219030843392,1177233319639035904,1,1,0,1,0,0,0,0,0,0
1175677177100156929,1176113711897042945,1,1,1,1,1,1,1,0,0,0
1178600931002322945,1178604305202532352,1,0,1,0,0,0,1,0,0,0
1178549326274088961,1179363966881062912,1,1,0,0,1,0,0,0,0,0
1178254856127238145,1178257232284262400,0,0,0,0,0,0,0,0,1,0
1177611913372622848,1177659081932312576,1,1,0,1,0,0,0,0,0,0
1177512828472717317,1178039936253153287,0,0,0,0,0,0,0,0,1,0
1177512764538904577,1177947659786735616,1,1,0,1,0,0,0,0,0,0
1180094486418018306,1180112369688686593,1,1,0,1,0,0,0,0,1,0
1178661604893827072,1178666020027981824,0,0,0,0,0,0,0,0,1,1
1178890860236300294,1178931673678909440,0,0,0,0,0,0,0,0,1,0
1178409159722708994,1178409965591113728,1,1,0,1,0,0,0,0,0,0
1177118533471416322,1177119089162104832,1,1,0,1,0,0,0,0,0,0
1178791323341590529,1178792020418138117,1,1,1,1,0,1,0,0,0,0
1177323172452032513,1177330930752589859,1,1,0,1,0,0,0,0,0,0
1178606235219873792,1178611889405857793,1,1,0,1,0,0,0,0,0,0
1177245591522463744,1177246158634270721,0,0,0,0,0,0,0,0,0,0
1177225462583648256,1177228381252968454,1,0,1,0,0,0,1,0,0,0
1177184275818565632,1177198762462261248,1,1,0,0,1,0,0,0,0,0
1178064348251643904,1178228481693495297,1,1,1,1,0,1,0,0,0,0
1180066860844376066,1180069418291941377,0,0,0,0,0,0,0,0,1,0
1180026562738962438,1180028351605624832,1,1,1,0,1,0,1,0,0,0
1177619759409614848,1177725474103025667,1,1,0,1,0,0,0,0,1,0
1176612679357751297,1176871827655843840,1,1,1,1,1,1,0,0,0,0
1178756378778853376,1178757313869549571,1,1,1,0,1,0,1,0,0,0
1178424785103134720,1178667867295928320,0,0,0,0,0,0,0,0,1,0
1176955576137453570,1179006847220625409,1,1,1,1,0,1,0,0,0,0
1178660518271303680,1178670940848316416,0,0,0,0,0,0,0,0,1,0
1178032637836955653,1178033114238652416,1,1,0,1,0,0,0,0,0,0
1176211101698146304,1176367181141032960,1,1,0,1,1,0,0,0,0,0
1179288816655486976,1179299900879593473,0,0,0,0,0,0,0,0,0,0
1180071418203127808,1180082329726926849,1,1,0,1,0,0,0,0,0,0
1176064888734703616,1177236127004143618,0,0,0,0,0,0,0,0,1,1
1179697049039753216,1179794124490313732,1,1,0,1,0,0,0,0,0,0
1179633987620397058,1179634735934578689,0,0,0,0,0,0,0,0,1,1
1178031070505291782,1178045838746144770,0,0,0,0,0,0,0,0,1,1
1179288816655486976,1179304353150197760,1,1,0,1,0,0,0,0,0,0
1176899761284235269,1177099402349088769,1,1,1,1,1,1,0,0,0,0
1177105210436718592,1177277162879107072,1,1,1,0,1,0,1,0,0,0
1178965628050460672,1179014829367054336,0,0,0,0,0,0,0,0,0,1
1177147754637877248,1177193632652300289,1,1,0,1,1,0,0,0,0,0
1176908828593598467,1176961865093668874,1,1,0,1,0,0,0,0,0,0
1177959193132838912,1177978950888411136,0,0,0,0,0,0,0,0,1,0
1179066937575460865,1179072708736376833,1,1,0,1,0,0,0,0,0,0
1177966561031852032,1177968003654266880,1,1,0,1,0,0,0,0,0,0
1178941811840212992,1178962302617493504,1,1,0,0,1,0,0,0,0,0
1177462897707909120,1177488819634896899,1,1,0,1,0,0,0,0,0,0
1177675960252010496,1177679340710105088,1,1,1,1,0,1,0,0,0,0
1177826269360201728,1177840223591567360,0,0,0,0,0,0,0,0,1,1
1177869036295774208,1177976241284100097,1,1,1,1,0,1,0,0,0,0
1177506388966178817,1177653293000134656,1,1,0,1,0,0,0,0,1,0
1179423478291849216,1179467572661633024,0,0,0,0,0,0,0,0,0,1
1177534110262353920,1177879155045781505,1,1,1,1,0,1,0,0,0,0
1178959725318344704,1178963910512132096,1,1,1,1,1,1,0,0,0,0
1176912550677622784,1176933754046169088,1,1,0,1,0,0,0,0,0,0
1179825324600770561,1179863626678751233,1,1,0,1,1,0,0,0,0,0
1177884570714288129,1178479444534517761,0,0,0,0,0,0,0,0,0,1
1178403073988927496,1178405303219560452,1,1,1,1,0,0,1,0,0,0
1177834726503137280,1177899002257448960,1,1,0,1,0,0,0,0,0,0
1179017800905641984,1179123431343902721,1,1,0,1,0,0,0,0,0,0
1178227433901703168,1179297894660214784,0,0,0,0,0,0,0,0,0,1
1179034811861569536,1179163572049498114,0,0,0,0,0,0,0,0,0,1
1176982434283446272,1176983571409641472,1,1,0,1,1,0,0,0,0,0
1177915706811326464,1177966601389400065,0,0,0,0,0,0,0,0,1,1
